Date,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,True Node
05.04.2028,15.73644949,134.46686998,8.50774912,60.99806382,12.54062228,169.73671565,28.97123592,67.07190242,6.68439356,308.55593976,299.11795649
06.04.2028,16.72062149,149.01568091,10.46862842,61.85517755,13.30990556,169.63151580,29.09661929,67.11351923,6.72186439,308.57117028,299.07406516
07.04.2028,17.70414532,163.80268419,12.45146355,62.70003431,14.07846313,169.52832731,29.22224654,67.15571504,6.75923037,308.58596566,298.98596780
08.04.2028,18.68704567,178.72461530,14.45558607,63.53219157,14.84630203,169.42721526,29.34810778,67.19848732,6.79649129,308.60033075,298.85198249
09.04.2028,19.66935403,193.64383598,16.48008355,64.35120089,15.61343373,169.32824526,29.47419647,67.24183661,6.83364989,308.61427319,298.68099473
10.04.2028,20.65110318,208.40838334,18.52375269,65.15660340,16.37986975,169.23148036,29.60050568,67.28576288,6.87070814,308.62779975,298.49031699
11.04.2028,21.63232190,222.87823806,20.58505220,65.94792400,17.14561746,169.13697852,29.72702467,67.33026236,6.90766400,308.64091310,298.30139747
12.04.2028,22.61303172,236.94877563,22.66208661,66.72466636,17.91067804,169.04479165,29.85373734,67.37532607,6.94451006,308.65361055,298.13471931
13.04.2028,23.59324649,250.56401465,24.75248587,67.48630984,18.67504680,168.95496669,29.98062298,67.42094067,6.98123444,308.66588500,298.00520939
14.04.2028,24.57297401,263.71774801,26.85343192,68.23230807,19.43871519,168.86754772,30.10765837,67.46709059,7.01782295,308.67772718,297.91934914
15.04.2028,25.55221821,276.44566404,28.96169739,68.96208847,20.20167298,168.78257797,30.23481984,67.51376006,7.05426130,308.68912784,297.87440576
16.04.2028,26.53098088,288.81338786,31.07355268,69.67505172,20.96390982,168.70010082,30.36208459,67.56093448,7.09053640,308.70007915,297.85954931
17.04.2028,27.50926266,300.90440339,33.18481656,70.37057106,21.72541591,168.62016010,30.48943095,67.60860076,7.12663687,308.71057514,297.85831443
18.04.2028,28.48706354,312.80986762,35.29089349,71.04799156,22.48618225,168.54279978,30.61683784,67.65674740,7.16255305,308.72061176,297.85178660
19.04.2028,29.46438317,324.62076101,37.38683435,71.70662941,23.24620066,168.46806385,30.74428354,67.70536436,7.19827689,308.73018674,297.82193848
20.04.2028,30.44122094,336.42201668,39.46741942,72.34577126,24.00546386,168.39599604,30.87174619,67.75444295,7.23380190,308.73929953,297.75464701
21.04.2028,31.41757588,348.28809856,41.52725985,72.96467332,24.76396521,168.32663954,30.99921270,67.80397562,7.26912290,308.74795106,297.64202985
22.04.2028,32.39344642,0.27968732,43.56091091,73.56256026,25.52169849,168.26003665,31.12668055,67.85395565,7.30423572,308.75614344,297.48382086
23.04.2028,33.36882993,12.44146475,45.56298999,74.13862406,26.27865754,168.19622828,31.25413807,67.90437674,7.33913685,308.76387961,297.28757619
24.04.2028,34.34372241,24.80128690,47.52828783,74.69202280,27.03483579,168.13525343,31.38156578,67.95523257,7.37382295,308.77116286,297.06760957
25.04.2028,35.31811785,37.37116123,49.45186749,75.22187957,27.79022574,168.07714834,31.50894496,68.00651607,7.40829020,308.77799614,296.84272389
26.04.2028,36.29200771,50.15027952,51.32914203,75.72728162,28.54481816,168.02194545,31.63625739,68.05821855,7.44253342,308.78438122,296.63302293
27.04.2028,37.26538049,63.12986265,53.15592762,76.20728032,29.29860150,167.96967232,31.76348344,68.11032879,7.47654518,308.79031779,296.45630180
28.04.2028,38.23822191,76.29893918,54.92847119,76.66089252,30.05156168,167.92035100,31.89060096,68.16283263,7.51031537,308.79580296,296.32466708
29.04.2028,39.21051585,89.64963685,56.64345403,77.08710374,30.80368263,167.87399799,32.01758543,68.21571311,7.54383135,308.80083143,296.24207129
30.04.2028,40.18224608,103.18041630,58.29797510,77.48487332,31.55494751,167.83062504,32.14441080,68.26895140,7.57707888,308.80539636,296.20333044

May,,,,,,,,,,,
01.05.2028,41.15339855,116.89600657,59.88951844,77.85314161,32.30534047,167.79024047,32.27105098,68.32252823,7.61004347,308.80949069,296.19493703
02.05.2028,42.12396392,130.80349843,61.41590979,78.19083877,33.05484870,167.75285087,32.39748159,68.37642568,7.64271215,308.81310886,296.19763118
03.05.2028,43.09393996,144.90497252,62.87526735,78.49689513,33.80346433,167.71846292,32.52368171,68.43062885,7.67507506,308.81624837,296.19031872
04.05.2028,44.06333344,159.18809552,64.26595048,78.77025254,34.55118590,167.68708479,32.64963520,68.48512721,7.70712676,308.81891105,296.15459415
05.05.2028,45.03216064,173.61721328,65.58650956,79.00987596,35.29801860,167.65872667,32.77533083,68.53991483,7.73886637,308.82110316,296.07880007
06.05.2028,46.00044601,188.12828919,66.83563901,79.21476446,36.04397290,167.63339993,32.90076110,68.59498919,7.77029630,308.82283412,295.96068213
07.05.2028,46.96821910,202.63082895,68.01213545,79.38396120,36.78906164,167.61111510,33.02591955,68.65034868,7.80141971,308.82411396,295.80775206
08.05.2028,47.93551052,217.01802956,69.11486294,79.51656263,37.53329657,167.59187945,33.15079772,68.70598968,7.83223752,308.82495036,295.63535099
09.05.2028,48.90234830,231.18311569,70.14272702,79.61172792,38.27668557,167.57569536,33.27538289,68.76190440,7.86274631,308.82534658,295.46283781
10.05.2028,49.86875586,245.03693285,71.09465922,79.66868960,39.01923151,167.56256023,33.39965750,68.81808048,7.89293786,308.82530110,295.30907733
11.05.2028,50.83475181,258.52138236,71.96961214,79.68676630,39.76093295,167.55246792,33.52360029,68.87450211,7.92280043,308.82480894,295.18843330
12.05.2028,51.80035100,271.61552331,72.76656503,79.66537747,40.50178586,167.54541083,33.64718831,68.93115216,7.95232090,308.82386381,295.10815163
13.05.2028,52.76556593,284.33443573,73.48453900,79.60406006,41.24178543,167.54138172,33.77039885,68.98801401,7.98148668,308.82246014,295.06749585
14.05.2028,53.73040781,296.72318781,74.12262156,79.50248655,41.98092726,167.54037470,33.89321061,69.04507272,8.01028697,308.82059426,295.05849801
15.05.2028,54.69488707,308.84871852,74.68000040,79.36048438,42.71920779,167.54238534,34.01560404,69.10231532,8.03871302,308.81826480,295.06789728
16.05.2028,55.65901354,320.79169927,75.15600660,79.17805617,43.45662436,167.54741044,34.13756130,69.15973069,8.06675813,308.81547251,295.07976053
17.05.2028,56.62279644,332.63935850,75.55016728,78.95540062,44.19317507,167.55544756,34.25906592,69.21730924,8.09441726,308.81222001,295.07831712
18.05.2028,57.58624432,344.47941890,75.86226717,78.69293315,44.92885853,167.56649471,34.38010260,69.27504260,8.12168676,308.80851146,295.05060858
19.05.2028,58.54936478,356.39487522,76.09241817,78.39130557,45.66367360,167.58054992,34.50065680,69.33292332,8.14856407,308.80435223,294.98861734
20.05.2028,59.51216418,8.45928026,76.24113544,78.05142384,46.39761904,167.59761093,34.62071447,69.39094446,8.17504735,308.79974854,294.89059439
21.05.2028,60.47464707,20.73240233,76.30941798,77.67446322,47.13069313,167.61767475,34.74026166,69.44909928,8.20113511,308.79470715,294.76137561
22.05.2028,61.43681560,33.25647001,76.29883096,77.26187996,47.86289310,167.64073707,34.85928399,69.50738069,8.22682571,308.78923478,294.61158953
23.05.2028,62.39866862,46.05359544,76.21158608,76.81541903,48.59421442,167.66679145,34.97776596,69.56578049,8.25211664,308.78333742,294.45582585
24.05.2028,63.36020076,59.12518885,76.05061607,76.33711749,49.32464986,167.69582814,35.09568996,69.62428839,8.27700349,308.77701932,294.31002714
25.05.2028,64.32140180,72.45402562,75.81963864,75.82930365,50.05418883,167.72783303,35.21303546,69.68289121,8.30147914,308.77028211,294.18853326
26.05.2028,65.28225695,86.00900824,75.52320530,75.29459245,50.78281740,167.76278715,35.32977879,69.74157266,8.32553342,308.76312448,294.10131904
27.05.2028,66.24274843,99.75173103,75.16672976,74.73587707,51.51051939,167.80066716,35.44589394,69.80031433,8.34915381,308.75554283,294.05199535
28.05.2028,67.20285826,113.64314816,74.75649085,74.15631627,52.23727852,167.84144694,35.56135431,69.85909827,8.37232714,308.74753287,294.03704770
29.05.2028,68.16257159,127.64843090,74.29960474,73.55931636,52.96308113,167.88509977,35.67613500,69.91791262,8.39504171,308.73909179,294.04653358
30.05.2028,69.12187990,141.73865150,73.80396271,72.94850623,53.68791851,167.93160039,35.79021485,69.97677889,8.41728928,308.73022009,294.06615234
31.05.2028,70.08078293,155.88901258,73.27813305,72.32770452,54.41178836,167.98092636,35.90357756,70.03465110,8.43906617,308.72092270,294.08032116

June,,,,,,,,,,,
01.06.2028,71.03928934,170.07450026,72.73122826,71.70087864,55.13469481,168.03305827,36.01621163,70.09406533,8.46037309,308.71120880,294.07556112
02.06.2028,71.99741562,184.26469892,72.17274244,71.07209636,55.85664715,168.08797886,36.12810903,70.15287979,8.48121392,308.70109053,294.04338090
03.06.2028,72.95518400,198.41985066,71.61236658,70.44547172,56.57765757,168.14567126,36.23926303,70.21163266,8.50159352,308.69058087,293.98199642
04.06.2028,73.91261967,212.48995188,71.05979158,69.82510718,57.29773848,168.20611707,36.34966573,70.27035057,8.52151537,308.67969127,293.89637617
05.06.2028,74.86974819,226.41775478,70.52451066,69.21503499,58.01690023,168.26929477,36.45930606,70.32903318,8.54097969,308.66842980,293.79675592
06.06.2028,75.82659357,240.14520268,70.01563244,68.61916044,58.73514973,168.33517921,36.56816883,70.38767203,8.55998254,308.65680031,293.69601342
07.06.2028,76.78317760,253.62158680,69.54171513,68.04120957,59.45249034,168.40374217,36.67623496,70.44625384,8.57851626,308.64480290,293.60674137
08.06.2028,77.73952005,266.81119119,69.11062968,67.48468362,60.16892279,168.47495391,36.78348293,70.50476266,8.59657094,308.63243547,293.53872362
09.06.2028,78.69563947,279.69858153,68.72945699,66.95282148,60.88444666,168.54878493,36.88989042,70.56318196,8.61413623,308.61969553,293.49730037
10.06.2028,79.65155391,292.29073250,68.40442107,66.44857083,61.59906160,168.62520745,36.99543597,70.62149615,8.63120292,308.60658186,293.48280981
11.06.2028,80.60728138,304.61624154,68.14085745,65.97456796,62.31276815,168.70419610,37.10009972,70.67969158,8.64776386,308.59309538,293.49101109
12.06.2028,81.56283978,316.72249997,67.94321407,65.53312607,63.02556787,168.78572796,37.20386376,70.73775666,8.66381415,308.57923941,293.51422747
13.06.2028,82.51824671,328.67178979,67.81508001,65.12623127,63.73746321,168.86978218,37.30671184,70.79568165,8.67935093,308.56501941,293.54291049
14.06.2028,83.47351913,340.53701737,67.75923690,64.75554555,64.44845717,168.95633946,37.40862903,70.85345828,8.69437300,308.55044262,293.56735286
15.06.2028,84.42867308,352.39742708,67.77772691,64.42241533,65.15855293,169.04538152,37.50960132,70.91107928,8.70888037,308.53551756,293.57930844
16.06.2028,85.38372330,4.33430460,67.87193163,64.12788475,65.86775345,169.13689065,37.60961518,70.96853798,8.72287384,308.52025365,293.57330239
17.06.2028,86.33868279,16.42649471,68.04265677,63.87271232,66.57606111,169.23084921,37.70865718,71.02582786,8.73635458,308.50466075,293.54745080
18.06.2028,87.29356225,28.74552826,68.29021815,63.65739028,67.28347719,169.32723926,37.80671360,71.08294220,8.74932379,308.48874884,293.50366853
19.06.2028,88.24836932,41.35030861,68.61452563,63.48216561,67.99000133,169.42604192,37.90376993,71.13987351,8.76178214,308.47252745,293.44722226
20.06.2028,89.20310750,54.28164316,69.01516223,63.34706227,68.69563070,169.52723659,37.99981015,71.19661283,8.77372909,308.45600498,293.38568158
21.06.2028,90.15777490,67.55736680,69.49145688,63.25190413,69.40035903,169.63079976,38.09481580,71.25314871,8.78516190,308.43918769,293.32743525
22.06.2028,91.11236324,81.16920653,70.04255003,63.19633891,70.10417581,169.73670399,38.18876520,71.30946635,8.79607482,308.42207889,293.28004667
23.06.2028,92.06685803,95.08262582,70.66745241,63.17986342,70.80706647,169.84491758,38.28163349,71.36554756,8.80645900,308.40467881,293.24877422
24.06.2028,93.02124047,109.24040840,71.36509695,63.20185009,71.50901410,169.95540555,38.37339392,71.42137198,8.81630374,308.38698577,293.23556623
25.06.2028,93.97549105,123.56970437,72.13438387,63.26157390,72.21000239,170.06813195,38.46402046,71.47691949,8.82559883,308.36899850,293.23876869
26.06.2028,94.92959380,137.99109140,72.97421780,63.35823768,72.91001909,170.18306256,38.55349059,71.53217308,8.83433734,308.35071882,293.25363989
27.06.2028,95.88353990,152.42750689,73.88353569,63.49099352,73.60905856,170.30016701,38.64178735,71.58712077,8.84251745,308.33215349,293.27356371
28.06.2028,96.83732922,166.81106523,74.86132479,63.65895877,74.30712241,170.41941924,38.72889949,71.64175592,8.85014267,308.31331428,293.29161744
29.06.2028,97.79096973,181.08666891,75.90663090,63.86122652,75.00421812,170.54079641,38.81481995,71.69607569,8.85722023,308.29421643,293.30223630
30.06.2028,98.74447539,195.21246951,77.01855796,64.09687201,75.70035648,170.66427668,38.89954317,71.75007859,8.86375851,308.27487610,293.30224160

July,,,,,,,,,,,
01.07.2028,99.69786360,209.15809174,78.19626055,64.36495671,76.39554887,170.78983713,38.98306253,71.80376193,8.86976457,308.25530788,293.29143372
02.07.2028,100.65115305,222.90190501,79.43893014,64.66453162,77.08980523,170.91745234,39.06536851,71.85712015,8.87524239,308.23552311,293.27213935
03.07.2028,101.60436249,236.42851254,80.74577560,64.99464072,77.78313295,171.04709395,39.14644797,71.91014414,8.88019230,308.21552929,293.24834530
04.07.2028,102.55751026,249.72721409,82.11599772,65.35432465,78.47553683,171.17873110,39.22628431,71.96282155,8.88461121,308.19533049,293.22455616
05.07.2028,103.51061437,262.79170952,83.54875753,65.74262473,79.16701960,171.31233153,39.30485846,72.01513773,8.88849369,308.17492830,293.20467748
06.07.2028,104.46369312,275.62088387,85.04313832,66.15858712,79.85758296,171.44786293,39.38215015,72.06707711,8.89183333,308.15432336,293.19125780
07.07.2028,105.41676560,288.22025370,86.59810129,66.60126696,80.54722860,171.58529432,39.45813930,72.11862454,8.89462422,308.13351679,293.18518336
